id,corridor_id,source_code,source_name,source_region,source_income,source_lending,source_G8G20,destination_code,destination_name,destination_region,destination_income,destination_lending,destination_G8G20,payment instrument,access point,speed actual,receiving network coverage,pickup method,date,cc1 lcu amount,cc1 denomination amount,cc1 lcu code,cc1 lcu fee,cc1 lcu fx rate,cc1 fx margin,cc1 total cost %,cc2 lcu amount,cc2 denomination amount,cc2 lcu code,cc2 lcu fee,cc2 lcu fx rate,cc2 fx margin,cc2 total cost %,inter lcu bank fx,transparent,Standard Note,note2,regulatory_risk_score,fx_volatility,aml_risk_index,correspondent_network_depth,transfer_time_estimate_days,composite_cost_score,political_stability_index,regulatory_quality_score,rule_of_law_index,government_effectiveness,financial_system_development,banking_sector_stability,payment_system_efficiency,aml_effectiveness_score,tax_transparency_score,reporting_requirements_index,currency_convertibility_score,capital_mobility_index,treaty_network_density,financial_sanctions_risk,dispute_resolution_mechanism,bilateral_tax_treaty_strength,double_taxation_avoidance,information_exchange_agreement,jurisdictional_hops_count,regulatory_domain_changes,currency_conversions_count,withholding_tax_rate,financial_transaction_tax,compliance_documentation_cost,settlement_risk_index
1874,SWE-IND,SWE,Sweden,Europe,High income,High,No,IND,India,South Asia,Lower middle income,High,No,Mobile Wallet,Online Portal,3-7 days,High,Mobile Wallet,2024-09-24,871,23.68,INR,0.18,51.069,0.004,0.0042,830,10.48,EUR,7.22,16.6674,0.022,0.0307,0.0117,Transparent,Standard corridor - no special restrictions,,0.264,0.038,0.268,2,1,0.1239,0.830717413445643,0.8800726390638602,0.829472669722897,0.8313115583328688,0.9633638646207364,0.998728313572357,0.6148298583112178,0.4689843067357094,0.9561536831855574,0.5890744182497774,0.7396508055852457,0.7854862825750092,0.5515234105544278,0.1957904036769164,0.6862273587052803,0.7219990956363591,0,1,2,2,1,0.039,0.0024,24.02,0.3435592638723208
1875,SWE-POL,SWE,Sweden,Europe,High income,High,No,POL,Poland,Europe,High income,Medium,No,Bank Transfer,Bank Branch,1-2 days,High,Home Delivery,2024-06-23,7077,136.65,NGN,90.37,73.4459,0.013,0.0258,6795,154.22,CNY,41.25,49.8445,0.009,0.0151,0.0008,Opaque,Correspondent path uses two intermediaries,,0.306,0.078,0.83,1,2,0.2476,0.7835809565888522,0.7587754129484523,0.7027143257523424,0.8109594956149976,0.9753150157539936,1.0,0.8137754095197341,0.9689866982307884,0.8552048201713496,0.6021589855232188,0.7186550093263591,0.7507254579276796,0.9233524780031672,0.2101640778678644,0.5729171810592473,0.7225338949334748,1,1,4,2,3,0.057,0.0157,145.55,0.407237049534353
1876,KEN-VNM,KEN,Kenya,Sub-Saharan Africa,Low income,Low,No,VNM,Vietnam,East Asia & Pacific,Lower middle income,Medium,No,Mobile Wallet,Bank Branch,2-5 days,Medium,Agent,2022-02-27,1657,28.5,EUR,14.21,18.9394,0.0126,0.0212,1700,28.15,NGN,17.53,34.176,0.0094,0.0197,0.008,Opaque,Correspondent path uses two intermediaries,,0.783,0.09,0.902,3,1,0.3575,0.1123313638927511,0.2734017223675753,0.2795565912448896,0.3979602693109629,0.5728994791928254,0.5132963132046118,0.2984810241863017,0.3053945285401216,0.3591650706443079,0.31853514506642,0.4376845728958046,0.2132708010414873,0.2116719018632431,0.5983527818967128,0.0288129190065805,0.4268773184011825,1,1,4,2,3,0.056,0.007,147.7,0.8174820572947947
1877,BRA-NGA,BRA,Brazil,Latin America & Caribbean,Upper middle income,Medium,G8G20,NGA,Nigeria,Sub-Saharan Africa,Lower middle income,Low,No,Bank Transfer,Bank Branch,1-2 days,Medium,Home Delivery,2021-08-21,1990,68.02,NGN,15.66,30.1509,0.0081,0.016,2040,63.44,NGN,38.15,13.248,0.0158,0.0345,0.0096,Opaque,Standard corridor - no special restrictions,,0.513,0.088,0.823,4,1,0.2924,0.3852785080346717,0.6824205759918166,0.6218699205365092,0.5147568348265139,0.7700657990841846,0.719183681390992,0.6029246234998431,0.4993888461769962,0.6816679342797228,0.5778416607289197,0.7953636602041771,0.3333231110776716,0.5618182116423355,0.5392890904363248,0.5969053791015885,0.6356584250015062,1,0,4,0,1,0.005,0.0045,32.12,0.3825398368106038
1878,PHL-SGP,PHL,Philippines,East Asia & Pacific,Lower middle income,Medium,No,SGP,Singapore,East Asia & Pacific,High income,High,No,Card Transfer,Bank Branch,1-2 days,High,Mobile Wallet,2024-11-24,1573,76.03,PHP,17.99,35.207,0.002,0.0134,1507,29.83,PHP,17.91,43.3422,0.007,0.0189,0.0047,Opaque,High AML checks required,,0.348,0.041,1.0,4,2,0.2858,0.5586968174898923,0.2874199925875376,0.286915423363762,0.3685360511509355,0.3330562678245731,0.5474271674547109,0.4315886545561251,0.3646348428051255,0.424420775212899,0.3413946180349508,0.3718953046188961,0.4124375714041839,0.2472582368583932,0.5370422933060217,0.5196325264962156,0.2090026049273201,0,1,3,2,3,0.151,0.0071,130.4,0.6248933751506567
1879,ZAF-CHE,ZAF,South Africa,Sub-Saharan Africa,Upper middle income,Medium,G8G20,CHE,Switzerland,Europe,High income,High,No,Card Transfer,Mobile App,3-7 days,Medium,Agent,2023-05-24,6793,4007.32,GBP,98.54,11.0816,0.0138,0.0283,6845,112.71,ZAR,44.76,63.0814,0.0099,0.0164,0.0171,Opaque,Prefer local bank transfer where possible,,0.502,0.056,0.658,3,1,0.2544,0.1661154798269489,0.4059099923103608,0.2578640459907312,0.3838094329294362,0.488448422473164,0.1727576525285752,0.522781931319025,0.2096397796453701,0.3473182459322372,0.2708741197473883,0.4037651582258846,0.6232749527541586,0.3883121024954793,0.4414373916455691,0.4181129625043291,0.4244016289585944,1,1,1,2,1,0.168,0.0129,61.61,0.447987416933486
1880,NOR-VNM,NOR,Norway,Europe,High income,High,No,VNM,Vietnam,East Asia & Pacific,Lower middle income,Medium,No,Bank Transfer,Correspondent Bank,Instant,High,Agent,2025-03-22,513,7.01,GBP,3.05,58.9751,0.0078,0.0137,500,6.62,USD,8.39,29.6732,0.005,0.0218,0.0134,Transparent,High AML checks required,,0.411,0.098,0.457,5,3,0.1914,0.8000854034572142,0.8305347373624191,0.8828587090997616,0.7987806544613124,1.0,0.9452637887374924,0.7032551162712372,0.7288140349220421,0.7976493119388802,0.7553396202854444,0.95242481027666,0.9156420045800648,0.5868495617041243,0.0,0.7403819041416747,0.6784914592962291,1,1,2,1,2,0.151,0.0109,60.3,0.15329559202045734
1881,BRA-UKR,BRA,Brazil,Latin America & Caribbean,Upper middle income,Medium,G8G20,UKR,Ukraine,Europe & Central Asia,Lower middle income,Low,No,Mobile Wallet,Online Portal,Instant,High,Agent,2024-05-16,2622,339.19,ZAR,16.27,59.2886,0.0045,0.0107,2748,38.09,NGN,27.04,76.0044,0.016,0.0258,0.0171,Opaque,Prefer local bank transfer where possible,,0.486,0.079,0.734,3,2,0.2623,0.4781053128753352,0.6970291687188701,0.5179518762222657,0.5003738026794752,0.5991249011067755,0.4146370009300948,0.5389403483258216,0.4012499741616281,0.5176996803404931,0.6297031924328311,0.7364651081119873,0.77081005970559,0.6740770980755946,0.4134316057902052,0.6022885680904456,0.5460932686934298,1,1,3,0,1,0.018,0.0149,43.09,0.5657821959716949
1882,DEU-CHN,DEU,Germany,Europe,High income,High,G8G20,CHN,China,East Asia & Pacific,Upper middle income,High,G8G20,Bank Transfer,Online Portal,2-5 days,Low,Agent,2021-11-24,1975,54.73,KES,19.52,54.6919,0.0125,0.0224,1950,38.17,CNY,27.8,43.9806,0.0206,0.0349,0.0169,Transparent,High AML checks required,,0.145,0.077,0.505,2,7,0.1587,0.4918736780733735,0.6539288555708307,0.7299255987418665,0.759252427783103,0.91147900650462,0.8856369955443018,0.6275168997480317,0.8122316081349036,0.7714304647744517,0.8248047817973555,0.9980238705169908,0.8028540432654434,0.8994705884376095,0.2567280544671656,0.6865114255553338,0.8014526628162649,0,1,2,1,1,0.017,0.0068,11.48,0.4438699388257878
1883,CAN-BRA,CAN,Canada,North America,High income,High,G8G20,BRA,Brazil,Latin America & Caribbean,Upper middle income,Medium,G8G20,Mobile Wallet,Agent Network,Instant,High,Branch,2024-04-15,753,11.86,KES,12.88,14.0996,0.0068,0.0239,738,24.59,NGN,1.4,7.0999,0.0085,0.0104,0.0025,Transparent,Standard corridor - no special restrictions,,0.267,0.085,0.304,3,2,0.1314,0.7057478945633784,0.8313959077542764,0.989157854381339,0.8272194088204771,0.8754603446636944,0.7256935545617783,0.6360024232050784,0.7412944061671787,0.8780244295929835,0.7112474391527192,0.9181754999046444,0.99117967272623,0.9181819575876432,0.098542093487786,0.8204127774388812,0.567764034119631,1,1,2,2,1,0.053,0.009,43.86,0.10187813537440937
1884,CAN-RUS,CAN,Canada,North America,High income,High,G8G20,RUS,Russia,Europe & Central Asia,Upper middle income,Medium,G8G20,Bank Transfer,Mobile App,Same day,Medium,Branch,2023-08-28,1555,31.67,ZAR,16.61,24.6144,0.0113,0.022,1499,116.12,EUR,16.54,4.0972,0.0121,0.0231,0.0097,Opaque,High AML checks required,,0.181,0.088,0.597,6,2,0.1782,0.6743766426987672,0.7663093030378313,0.6477202066279018,0.8098143915543318,1.0,1.0,0.8692655834197448,0.8435320886429795,0.6625674821572657,0.9256907220802562,0.6825640084865783,0.9295393793303396,0.809470765223973,0.2407031264105309,0.7749455891914475,0.6138896756212728,0,0,2,1,3,0.073,0.002,12.8,0.1789042889016527
1885,IDN-POL,IDN,Indonesia,East Asia & Pacific,Lower middle income,Medium,G8G20,POL,Poland,Europe,High income,Medium,No,Mobile Wallet,Online Portal,1-2 days,Medium,Branch,2021-09-04,991,47.51,EUR,16.68,50.3046,0.0058,0.0226,991,14.73,INR,16.53,13.0636,0.0003,0.017,0.0143,Opaque,Requires documentation for large amounts,,0.495,0.079,0.724,8,3,0.2636,0.2190031942637321,0.2090735199251283,0.4421016682640853,0.5246413963312018,0.1905830563423888,0.6505966619381807,0.4385590116035792,0.3847823845852205,0.1733104597297908,0.5084990900197838,0.49403001118002,0.5566591487725558,0.4965029984777291,0.3898150692734476,0.3222063068977356,0.3250445590528154,1,1,3,1,1,0.197,0.0015,139.03,0.6468313091649288
1886,IND-EGY,IND,India,South Asia,Lower middle income,High,No,EGY,Egypt,Middle East & North Africa,Lower middle income,Low,No,Mobile Wallet,Correspondent Bank,3-7 days,Medium,Agent,2024-12-15,1474,20.57,EUR,26.75,60.243,0.0189,0.037,1448,421.6,CNY,11.62,28.8632,0.0074,0.0154,0.0003,Transparent,Correspondent path uses two intermediaries,,0.296,0.1,0.429,2,2,0.1712,0.2765957510324582,0.5074115755289539,0.3899467075236488,0.5082973836815885,0.5835286563668678,0.222728861087331,0.6020924156664647,0.464103314931886,0.3056930140177403,0.3919751319835554,0.4551596514100754,0.4939266814357411,0.3054324343154148,0.4925287310597072,0.4080766365591222,0.2981367315805633,0,1,1,2,1,0.04,0.0092,100.95,0.6836193390583528
1887,JPN-ESP,JPN,Japan,East Asia & Pacific,High income,High,G8G20,ESP,Spain,Europe,High income,High,G8G20,Bank Transfer,Agent Network,1-2 days,Medium,Home Delivery,2021-07-25,739,21.78,CNY,7.43,33.2011,0.014,0.0241,706,9.08,GBP,6.89,1.1969,0.0124,0.0222,0.0146,Opaque,Correspondent path uses two intermediaries,,0.213,0.088,0.847,2,1,0.2352,0.7728163493882471,1.0,0.6677356044209182,0.7500067690486117,0.7698265120440363,0.7624140337366899,0.9378929224062428,0.8359058951563282,0.7492963796014428,0.8731555902322934,0.9652131954593172,0.8005198976768544,0.5659362309846953,0.0504260390461197,0.820359754520237,0.752666815644071,1,1,2,0,1,0.011,0.006,133.56,0.15284757760940249
1888,NGA-IDN,NGA,Nigeria,Sub-Saharan Africa,Lower middle income,Low,No,IDN,Indonesia,East Asia & Pacific,Lower middle income,Medium,G8G20,Card Transfer,Correspondent Bank,3-7 days,High,Home Delivery,2023-08-13,2354,222.01,AUD,17.48,9.8496,0.0075,0.0149,2396,136.92,KES,34.64,55.5961,0.0144,0.0289,0.0113,Transparent,High AML checks required,,0.451,0.021,0.201,3,1,0.1523,0.2940742375988341,0.4893578738939579,0.39181955029142,0.3515806348637244,0.3029454543337305,0.5581514922256091,0.5125886267787052,0.3806483479934714,0.0311871205863202,0.3454526891460728,0.4410555555829203,0.3457805177934791,0.440508233427714,0.4642167958999268,0.4524189660630865,0.4745469097721291,1,1,1,0,2,0.098,0.0123,109.01,0.7008873253356908
1889,ESP-IRL,ESP,Spain,Europe,High income,High,G8G20,IRL,Ireland,Europe,High income,High,No,Bank Transfer,Mobile App,1-2 days,Low,Mobile Wallet,2024-07-10,1983,177.99,PHP,21.04,40.7225,0.0157,0.0263,1979,113.46,GBP,8.42,56.3048,0.0193,0.0236,0.0009,Opaque,High AML checks required,,0.578,0.044,0.72,6,3,0.2845,0.6273241783159389,0.7455615131876833,0.7589750715822967,0.7053597576926502,0.937260306604425,0.7673358982241966,0.9958044005336104,0.6382608717899773,1.0,0.9935156826722908,0.8586296224421587,0.95754045411109,0.7019486327389671,0.0284056202122386,0.7788826002251875,0.595747212178982,0,1,1,1,1,0.104,0.0009,24.04,0.19313927835149006
1890,NOR-DEU,NOR,Norway,Europe,High income,High,No,DEU,Germany,Europe,High income,High,G8G20,Mobile Wallet,Bank Branch,1-2 days,High,Branch,2024-03-22,9590,258.17,KES,93.82,21.2864,0.0096,0.0194,9171,160.74,INR,73.29,69.7865,0.0105,0.0185,0.0065,Transparent,Requires documentation for large amounts,,0.636,0.051,0.318,4,2,0.2098,0.3260618174785321,0.7677543864715268,0.7834875010422351,0.939637971124346,0.8543950038581668,0.9503492161661108,0.7855270143334168,0.7095265236562266,0.8764842819034302,0.4542390618396874,0.8715580594683499,0.7720046380532962,0.913273344582274,0.2133895553975784,0.8619901963484113,0.8605820363201633,0,1,4,2,3,0.113,0.0024,141.38,0.24826572749460651
1891,UKR-NGA,UKR,Ukraine,Europe & Central Asia,Lower middle income,Low,No,NGA,Nigeria,Sub-Saharan Africa,Lower middle income,Low,No,Card Transfer,Correspondent Bank,2-5 days,High,Home Delivery,2021-04-28,1643,35.95,NGN,17.16,81.7625,0.0056,0.016,1679,25.42,USD,31.98,50.3986,0.0123,0.0313,0.0176,Transparent,Prefer local bank transfer where possible,,0.975,0.071,0.638,3,5,0.3463,0.1708884807043507,0.3832755630071318,0.2982036279096874,0.4935551896195513,0.5310098208974632,0.4020157563928981,0.3143110339500737,0.4745776035224108,0.3418816668081462,0.1557948121199045,0.2861143521236091,0.4725160116087571,0.1969032568681377,0.3268423007675665,0.2875515658768803,0.3499567129571268,0,0,3,1,1,0.207,0.0173,135.48,0.715554109760444
1892,RUS-ESP,RUS,Russia,Europe & Central Asia,Upper middle income,Medium,G8G20,ESP,Spain,Europe,High income,High,G8G20,Mobile Wallet,Agent Network,3-7 days,Medium,Mobile Wallet,2025-02-14,2730,1024.49,PHP,34.32,59.6863,0.0135,0.0261,2788,735.32,NGN,45.15,79.4236,0.0106,0.0268,0.013,Transparent,High AML checks required,,0.132,0.089,0.534,4,3,0.1597,0.5690934359392367,0.5124746712915786,0.2812207563306438,0.6029074117139473,0.559611201187729,0.6439846113139732,0.6253202737313549,0.5815949497686165,0.7374244144787272,0.4844580384727454,0.6137386414789006,0.4201043236695333,0.5265779258680847,0.300815601287004,0.5419806146914768,0.599971660048659,1,0,3,1,1,0.025,0.0113,55.47,0.45077067237731255
1893,BRA-CHE,BRA,Brazil,Latin America & Caribbean,Upper middle income,Medium,G8G20,CHE,Switzerland,Europe,High income,High,No,Bank Transfer,Online Portal,Instant,High,ATM,2022-06-30,3287,53.55,ZAR,41.9,36.9123,0.0135,0.0262,3421,52.42,EUR,39.36,48.1322,0.0002,0.0117,0.0123,Transparent,Prefer local bank transfer where possible,,0.362,0.02,0.127,7,7,0.1168,0.5286989769412971,0.4437280514437213,0.5874382085419726,0.555300143972198,0.664730938569123,0.56196601401475,0.5613516972410926,0.5688892969063558,0.5223280105549438,0.7569133899003119,0.7658476614593398,0.6854005111361227,0.5287023038198303,0.5931228138171811,0.5030886086858786,0.4723247856898819,1,0,4,1,2,0.176,0.0142,21.17,0.3976336931368118
1894,CHN-IDN,CHN,China,East Asia & Pacific,Upper middle income,High,G8G20,IDN,Indonesia,East Asia & Pacific,Lower middle income,Medium,G8G20,Mobile Wallet,Mobile App,1-2 days,Very High,Mobile Wallet,2023-03-14,2615,58.37,NGN,5.78,5.407,0.0153,0.0175,2715,105.64,NGN,43.14,49.8891,0.0217,0.0376,0.0007,Transparent,Prefer local bank transfer where possible,,0.366,0.076,0.076,3,5,0.116,0.5170018736452103,0.5959968600732056,0.6287289958582595,0.6127774673284079,0.7891043829763886,0.5925717631776901,0.6708595533004195,0.5912613073334562,0.5794871541230308,0.7038268297528172,0.7664529187296631,0.4616716136598294,0.5362802681128792,0.3516768418675754,0.8581849276434008,0.5104250582505436,1,1,4,2,1,0.084,0.0168,107.1,0.4368468235289003
1895,BRA-POL,BRA,Brazil,Latin America & Caribbean,Upper middle income,Medium,G8G20,POL,Poland,Europe,High income,Medium,No,Bank Transfer,Bank Branch,2-5 days,Medium,Mobile Wallet,2023-07-05,601,80.22,ZAR,5.44,56.5244,0.0049,0.014,611,35.94,EUR,6.21,43.5119,0.0146,0.0248,0.0087,Opaque,High AML checks required,,0.536,0.027,0.685,3,3,0.2636,0.4321019315996582,0.6525990515371973,0.6096382863548535,0.571147256352437,0.6235686796434933,0.7438684747274502,0.5375682214888216,0.5090855988557758,0.4873420165463935,0.6812673517144706,0.7042593043943612,0.4922007083214477,0.4342592328084678,0.1251901851665418,0.7299861297728449,0.6509860337828176,1,1,1,2,3,0.077,0.0093,110.61,0.4393964448953598
1896,AUS-ZAF,AUS,Australia,Oceania,High income,High,G8G20,ZAF,South Africa,Sub-Saharan Africa,Upper middle income,Medium,G8G20,Mobile Wallet,Agent Network,3-7 days,High,Home Delivery,2022-07-15,2130,82.94,USD,23.08,77.9047,0.0058,0.0166,2120,42.16,EUR,11.49,52.4588,0.0227,0.0281,0.005,Opaque,Correspondent path uses two intermediaries,,0.14,0.103,0.669,2,1,0.1842,0.7514696329168011,0.9810167888144492,0.6175914256826089,0.8703561014645389,0.7968071792169323,0.8001328016413723,0.9270947117798864,0.7327730989582191,0.697836016864649,0.6905810822294489,0.631638510538665,0.9115844343130788,0.6292043912641448,0.0,0.7654864940222009,0.9071327756935148,1,1,2,0,1,0.233,0.0152,135.04,0.20559867641414467
1897,EGY-BRA,EGY,Egypt,Middle East & North Africa,Lower middle income,Low,No,BRA,Brazil,Latin America & Caribbean,Upper middle income,Medium,G8G20,Mobile Wallet,Bank Branch,Instant,High,ATM,2021-03-23,680,33.04,ZAR,7.98,55.2922,0.0089,0.0206,669,9.18,EUR,11.58,11.9758,0.0178,0.0351,0.0178,Opaque,Requires documentation for large amounts,,0.662,0.075,0.532,3,1,0.2666,0.1329162760780783,0.4877779625438318,0.4686266879014173,0.536427636123732,0.2666353472656063,0.3456737635495685,0.5091811943307296,0.3678130374612931,0.3852031571076601,0.3067656073028801,0.6560958338066829,0.7330158537935776,0.3624775908810906,0.4955894505393698,0.406749249474738,0.5040864078856924,1,1,3,2,3,0.062,0.0105,12.64,0.6189444724799478
1898,CAN-IND,CAN,Canada,North America,High income,High,G8G20,IND,India,South Asia,Lower middle income,High,No,Bank Transfer,Agent Network,Instant,Low,Home Delivery,2021-05-17,4256,134.71,AUD,45.21,62.1986,0.0078,0.0184,4402,98.94,NGN,31.81,63.5018,0.0185,0.0257,0.015,Transparent,Correspondent path uses two intermediaries,,0.309,0.055,0.238,8,2,0.1314,0.8494939541108173,0.6720343315235788,0.6764757587406426,0.6588843848392936,1.0,0.9062374140298484,0.768517652866826,0.6689337551250192,0.8466277527560293,0.8585904179590961,0.9657729255701292,0.7689331169620337,0.7867012373297013,0.1366901882839939,0.6876487553073888,0.6388207388548774,1,1,2,1,2,0.161,0.0045,25.55,0.44183766046056605
1899,ARG-USA,ARG,Argentina,Latin America & Caribbean,Upper middle income,Medium,G8G20,USA,United States,North America,High income,High,G8G20,Bank Transfer,Mobile App,Instant,Low,Mobile Wallet,2025-04-12,3243,187.98,USD,40.31,12.6879,0.0092,0.0216,3256,94.06,AUD,10.74,56.5311,0.0158,0.0191,0.0093,Transparent,High AML checks required,,0.46,0.029,0.129,4,2,0.1382,0.5994358053451763,0.6235741297252391,0.6164022053010654,0.6749227646432463,0.8299259146997034,0.5368914736660744,0.7156283438470459,0.6399038579834423,0.5125443504969467,0.5646235820283123,0.6356129731964711,0.8730308460028611,0.5625823228529327,0.2958193869546327,0.5683218843699347,0.4924438520499052,1,1,2,1,1,0.069,0.0068,91.75,0.5173103337529487
1900,SAU-BRA,SAU,Saudi Arabia,Middle East & North Africa,High income,High,G8G20,BRA,Brazil,Latin America & Caribbean,Upper middle income,Medium,G8G20,Bank Transfer,Agent Network,Instant,Low,ATM,2024-11-24,3339,112.98,AUD,32.49,33.173,0.0035,0.0132,3232,89.12,GBP,22.1,11.5853,0.0107,0.0175,0.0194,Transparent,Standard corridor - no special restrictions,,0.494,0.138,0.507,1,2,0.2156,0.3937596805957988,0.73198423496704,0.6422124996875922,0.5438684266672259,0.541955611632327,0.6515890231704172,0.5802763832443637,0.5233548917641455,0.3983728066476539,0.5760483496777636,0.69844038423865,0.7513667461087622,0.5319110117640873,0.3900274972644603,0.413188696065933,0.6821153138035155,1,1,4,0,2,0.127,0.0098,94.77,0.4145423618365008
1901,IND-MAR,IND,India,South Asia,Lower middle income,High,No,MAR,Morocco,Middle East & North Africa,Lower middle income,Low,No,Mobile Wallet,Online Portal,2-5 days,Low,ATM,2021-04-23,2994,37.96,ZAR,38.97,12.1521,0.0096,0.0226,2850,38.18,CNY,29.48,26.1839,0.0006,0.0109,0.0138,Transparent,Requires documentation for large amounts,,0.256,0.056,0.58,8,7,0.184,0.4571387739868351,0.4034486129688162,0.1904922734563553,0.234256756269423,0.3843472885482852,0.5458270850639996,0.4748405162289964,0.1707971373341869,0.3985054297520264,0.2493024104994971,0.4073345328185425,0.5366085615026046,0.4418604900536997,0.4188280140609492,0.3972239777098945,0.4559629469439424,1,1,2,2,1,0.197,0.0063,9.87,0.7336345285412883
1902,POL-CHN,POL,Poland,Europe,High income,Medium,No,CHN,China,East Asia & Pacific,Upper middle income,High,G8G20,Bank Transfer,Mobile App,Instant,High,Branch,2022-04-13,522,11.63,NGN,4.39,71.4884,0.0102,0.0186,498,6.86,INR,2.96,38.6693,0.0129,0.0188,0.006,Transparent,High AML checks required,,0.298,0.046,0.434,8,3,0.1651,0.4796636483484331,0.5690920878473649,0.5108448130714252,0.5828638021869393,0.4956210696425506,0.6029994116251967,0.8141988761822487,0.418896620582628,0.3904814461701962,0.4001574006805327,0.9894231332889568,0.6757822377044455,0.5175681538790341,0.3418015504390236,0.6273167279096182,0.4731460029124744,0,1,1,1,3,0.22,0.0067,62.56,0.40994166122927883
1903,ZAF-KEN,ZAF,South Africa,Sub-Saharan Africa,Upper middle income,Medium,G8G20,KEN,Kenya,Sub-Saharan Africa,Low income,Low,No,Mobile Wallet,Online Portal,Instant,High,Agent,2023-04-21,2025,246.34,GBP,14.46,48.8354,0.0108,0.0179,2100,32.69,USD,34.35,23.8683,0.0036,0.02,0.0061,Transparent,Correspondent path uses two intermediaries,,0.579,0.09,0.629,2,3,0.2606,0.2879339901549076,0.3810780241357563,0.2630293894118112,0.3323678471574574,0.4923709892796414,0.310341618445588,0.7531939305137423,0.4403787933063439,0.1975898313784817,0.0526515789079265,0.3874996057834665,0.5021232779528697,0.4088563873340126,0.5633018212418336,0.3278269046628297,0.2415042351209683,1,1,4,0,2,0.21,0.0067,89.7,0.790774956510397
